id,pid,ms_zoning,lot_frontage,lot_area,lot_shape,lot_config,neighborhood,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod_add,roof_style,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,foundation,bsmt_qual,bsmtfin_type_1,bsmtfin_type_2,total_bsmt_sf,heating_qc,1st_flr_sf,2nd_flr_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_qual,totrms_abvgrd,fireplaces,garage_type,garage_yr_blt,garage_finish,garage_cars,garage_area,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,fence,mo_sold,yr_sold,saleprice,house_age,remod_years,tot_bath,tot_outdoor_space,price_per_sqft,log_saleprice
226,905107110,RL,0.0,7424,IR1,Inside,Sawyer,Duplex,SFoyer,5,5,1978,1978,Gable,Plywood,Plywood,None,0.0,TA,CBlock,Gd,GLQ,Unf,1319.0,TA,1373,0,1373,1.0,0.0,1,0,3,TA,5,2,Attchd,1978.0,Fin,2.0,591.0,Y,0,0,0,0,0,none,5,2010,160250,32,32,2.0,0,59.528231797919766,11.984490374782917
2830,908188120,RM,24.0,2522,Reg,Inside,Edwards,Twnhs,2Story,7,5,2004,2004,Gable,VinylSd,VinylSd,Stone,50.0,Gd,PConc,Gd,Unf,Unf,970.0,Ex,970,739,1709,0.0,0.0,2,0,3,Gd,7,0,Detchd,2004.0,Unf,2.0,380.0,Y,0,40,0,0,0,none,5,2006,130000,2,2,2.0,40,48.52556924225457,11.77528972943772
2238,910202030,RM,46.0,3672,Reg,Inside,IDOTRR,1Fam,1Story,5,7,1922,1950,Gable,Stucco,Stucco,None,0.0,TA,BrkTil,TA,Unf,Unf,816.0,Ex,816,0,816,0.0,0.0,1,0,2,TA,5,0,Detchd,1922.0,Unf,1.0,100.0,N,0,0,96,0,0,none,9,2007,75200,85,57,1.0,96,46.07843137254902,11.227906509937931
982,923252075,RL,62.0,7706,Reg,Inside,Mitchel,1Fam,SLvl,6,5,1993,1996,Gable,HdBoard,HdBoard,None,0.0,TA,CBlock,Gd,Rec,GLQ,384.0,Ex,1091,0,1091,0.0,1.0,1,0,2,TA,5,0,Attchd,1993.0,Fin,1.0,429.0,Y,280,0,0,0,0,none,8,2009,131250,16,13,1.5,280,88.98305084745763,11.78485918045387
1265,535426350,RL,0.0,12929,IR1,Inside,NAmes,1Fam,1Story,6,6,1960,1993,Gable,Wd Sdng,Wd Sdng,BrkFace,276.0,TA,CBlock,TA,GLQ,Unf,1081.0,TA,1081,0,1081,1.0,0.0,1,0,3,TA,5,0,CarPort,1960.0,Unf,1.0,401.0,Y,36,82,0,0,0,none,6,2008,148000,48,15,2.0,118,68.45513413506013,11.904967552746252
559,532376070,RL,0.0,9316,IR1,Inside,Sawyer,1Fam,1Story,5,5,1965,1965,Gable,HdBoard,Plywood,None,0.0,TA,CBlock,TA,Rec,Unf,1024.0,Gd,1020,0,1020,0.0,0.0,2,0,3,TA,5,0,Attchd,1965.0,Unf,1.0,288.0,Y,171,0,0,0,0,MnPrv,5,2009,124100,44,44,2.0,171,60.714285714285715,11.728842971192698
1203,534252090,RL,0.0,12122,IR1,Corner,NAmes,1Fam,SFoyer,7,9,1961,2007,Gable,CemntBd,CmentBd,Stone,210.0,Ex,CBlock,TA,ALQ,Unf,944.0,Gd,999,0,999,1.0,0.0,1,0,3,Ex,6,0,Attchd,1961.0,RFn,2.0,588.0,Y,144,76,0,0,0,none,7,2008,178400,47,1,2.0,220,91.81677817807514,12.091783499128047
2083,905476160,RL,42.0,7711,IR1,Inside,Edwards,Duplex,1Story,4,3,1977,1977,Gable,MetalSd,MetalSd,None,0.0,TA,PConc,Gd,GLQ,Unf,1440.0,TA,1440,0,1440,2.0,0.0,2,0,4,TA,8,0,none,0.0,none,0.0,0.0,N,321,0,0,0,0,none,8,2007,150000,30,30,4.0,321,52.083333333333336,11.918390573078392
2130,907187060,RL,43.0,12352,IR2,CulDSac,CollgCr,1Fam,2Story,7,5,1998,1999,Gable,VinylSd,VinylSd,BrkFace,290.0,Gd,PConc,Gd,GLQ,Unf,853.0,Ex,853,900,1753,1.0,0.0,2,1,3,TA,7,1,Attchd,1998.0,RFn,2.0,534.0,Y,0,74,0,0,0,none,3,2007,217000,9,8,3.5,74,83.26937835763623,12.287652632522597
2455,528429060,RL,75.0,12447,IR1,Inside,Somerst,1Fam,2Story,8,5,2005,2006,Gable,CemntBd,CmentBd,Stone,192.0,Gd,PConc,Gd,Unf,Unf,1100.0,Ex,1116,848,1964,0.0,0.0,2,1,3,Gd,8,1,BuiltIn,2005.0,Fin,2.0,760.0,Y,200,70,0,0,0,none,1,2006,252000,1,0,2.5,270,82.24543080939948,12.437184366493561
535,531363030,RL,63.0,7500,Reg,Inside,SawyerW,1Fam,1Story,7,5,2006,2006,Gable,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,GLQ,Unf,1141.0,Ex,1141,0,1141,1.0,0.0,1,1,3,Gd,6,0,Detchd,2006.0,RFn,2.0,484.0,Y,182,0,0,0,0,none,6,2009,152000,3,3,2.5,182,66.60823838737949,11.931635799828413
2019,903233140,RM,51.0,6120,Reg,Corner,BrkSide,1Fam,1.5Unf,7,8,1929,2001,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,BrkTil,TA,Unf,Unf,832.0,Ex,854,0,854,0.0,0.0,1,0,2,TA,5,0,Detchd,1991.0,Unf,2.0,576.0,Y,48,112,0,0,0,GdPrv,7,2007,132000,78,6,1.0,160,78.29181494661921,11.790557201568507
2655,902206090,RM,56.0,9576,Reg,Inside,OldTown,1Fam,1.5Fin,6,7,1945,1950,Gable,VinylSd,VinylSd,None,0.0,TA,CBlock,Fa,Rec,Unf,770.0,TA,885,297,1182,0.0,0.0,1,1,3,TA,5,0,Detchd,1945.0,Unf,1.0,378.0,Y,0,0,0,0,0,GdWo,5,2006,120000,61,56,1.5,0,61.47540983606557,11.695247021764184
2391,528120140,RL,82.0,9942,IR1,Inside,NridgHt,1Fam,2Story,9,5,2005,2006,Gable,MetalSd,MetalSd,BrkFace,385.0,Ex,PConc,Ex,GLQ,Unf,1606.0,Ex,1625,466,2091,1.0,0.0,2,1,3,Ex,8,1,Attchd,2005.0,RFn,2.0,521.0,Y,194,84,0,0,0,none,5,2006,338500,1,0,3.5,278,91.56072491209089,12.732279371334467
154,535325400,RL,65.0,7898,Reg,Corner,NAmes,1Fam,1Story,4,7,1920,1994,Gable,MetalSd,MetalSd,None,0.0,TA,BrkTil,TA,Unf,Unf,576.0,Gd,985,0,985,0.0,1.0,1,0,2,TA,4,0,Detchd,1989.0,Unf,2.0,676.0,N,0,0,0,0,0,none,4,2010,105000,90,16,1.5,0,67.26457399103138,11.56171562913966
999,527107210,RL,57.0,21872,IR2,FR2,Gilbert,1Fam,2Story,7,5,1996,1997,Gable,HdBoard,HdBoard,None,0.0,TA,PConc,Gd,GLQ,Unf,729.0,Ex,729,717,1446,0.0,1.0,2,1,3,TA,6,1,Attchd,1996.0,Unf,2.0,406.0,Y,264,22,0,0,0,none,8,2008,175000,12,11,3.0,286,80.45977011494253,12.072541252905651
1400,905352030,RL,83.0,10005,Reg,Inside,ClearCr,1Fam,2Story,7,5,1977,1977,Hip,Plywood,Plywood,BrkFace,299.0,TA,CBlock,Gd,BLQ,Unf,1160.0,Ex,1156,866,2022,0.0,0.0,2,1,4,TA,8,1,Attchd,1977.0,Fin,2.0,505.0,Y,288,117,0,0,0,none,3,2008,192000,31,31,2.5,405,60.33940917661848,12.165250651009918
2807,907401080,RL,41.0,12393,IR2,FR2,CollgCr,1Fam,2Story,7,5,2004,2005,Gable,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,Unf,Unf,847.0,Ex,847,1101,1948,0.0,0.0,2,1,4,Gd,8,1,BuiltIn,2004.0,Fin,2.0,434.0,Y,100,48,0,0,0,none,9,2006,195000,2,1,2.5,148,69.76744186046511,12.180754837545884
516,528456220,FV,75.0,9000,Reg,Inside,Somerst,1Fam,2Story,8,5,2008,2008,Gable,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,Unf,Unf,768.0,Ex,786,804,1590,0.0,0.0,2,1,3,Gd,6,0,Attchd,2008.0,RFn,2.0,676.0,Y,0,30,0,0,0,none,6,2009,210000,1,1,2.5,30,89.05852417302799,12.254862809699606
1753,528250070,RL,63.0,7875,Reg,Inside,Gilbert,1Fam,2Story,7,5,2003,2003,Gable,VinylSd,VinylSd,BrkFace,16.0,Gd,PConc,Gd,Unf,Unf,847.0,Ex,847,1101,1948,0.0,0.0,2,1,4,Gd,8,1,BuiltIn,2003.0,Fin,2.0,434.0,Y,0,48,0,0,0,none,7,2007,211000,4,4,2.5,48,75.49194991055457,12.259613412458204
734,903226130,RM,50.0,6000,Reg,Inside,BrkSide,1Fam,1.5Fin,4,6,1936,1950,Gable,MetalSd,MetalSd,None,0.0,TA,BrkTil,TA,BLQ,Unf,672.0,TA,757,567,1324,0.0,0.0,1,0,3,TA,6,0,Detchd,1936.0,Unf,1.0,240.0,Y,0,0,0,0,0,none,7,2009,128000,73,59,1.0,0,64.12825651302605,11.759785542901755
1209,534400060,RL,100.0,10175,IR1,Inside,NAmes,1Fam,1Story,6,5,1964,1964,Gable,HdBoard,Plywood,BrkFace,272.0,TA,CBlock,TA,BLQ,Unf,1425.0,Gd,1425,0,1425,0.0,0.0,2,0,3,TA,7,1,Attchd,1964.0,RFn,2.0,576.0,Y,0,0,0,407,0,none,7,2008,180500,44,44,2.0,407,63.333333333333336,12.103486056755072
1994,902302150,RM,85.0,13600,Reg,Inside,OldTown,2fmCon,2Story,5,5,1900,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,BrkTil,TA,Unf,Unf,662.0,TA,1422,915,2337,0.0,0.0,2,0,5,TA,10,0,Detchd,1945.0,Unf,2.0,560.0,Y,0,57,0,0,0,none,9,2007,90000,107,57,2.0,57,30.010003334444814,11.407564949312402
1901,534431020,RL,85.0,12172,Reg,Inside,NAmes,1Fam,1.5Unf,5,7,1940,1996,Gable,Wd Sdng,HdBoard,None,0.0,TA,PConc,TA,LwQ,Rec,822.0,TA,908,0,908,0.0,0.0,1,0,2,TA,4,0,Attchd,1975.0,Unf,2.0,512.0,Y,284,24,0,0,192,MnPrv,10,2007,138500,67,11,1.0,500,80.05780346820809,11.83862560460953
2413,528218080,RL,65.0,10237,Reg,Inside,Gilbert,1Fam,2Story,7,5,2006,2006,Gable,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,Unf,Unf,738.0,Ex,738,754,1492,0.0,0.0,2,1,3,Gd,8,0,Attchd,2006.0,Fin,2.0,440.0,Y,0,32,0,0,0,none,9,2006,169985,0,0,2.5,32,76.22645739910314,12.043465476845318
2630,535457070,RL,70.0,7000,Reg,Inside,NAmes,1Fam,1Story,5,4,1961,1961,Hip,BrkFace,BrkFace,None,0.0,TA,CBlock,TA,GLQ,Unf,1150.0,TA,1150,0,1150,0.0,0.0,1,0,3,TA,6,0,Attchd,1961.0,RFn,1.0,288.0,Y,0,0,0,0,162,none,7,2006,146000,45,45,1.0,162,63.47826086956522,11.891361900690473
1428,906420130,RL,59.0,11228,IR2,CulDSac,SawyerW,1Fam,2Story,7,5,1993,1993,Gable,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,BLQ,GLQ,1080.0,Ex,1080,1017,2097,0.0,1.0,2,1,3,Gd,9,1,Attchd,1993.0,Unf,3.0,678.0,Y,196,187,0,0,0,none,12,2008,228000,15,15,3.0,383,71.76581680830972,12.337100907936577
1271,535453020,RL,80.0,8000,Reg,Inside,NAmes,1Fam,1Story,5,6,1959,1959,Gable,BrkFace,Wd Sdng,None,0.0,TA,PConc,TA,BLQ,Rec,1256.0,Gd,1256,0,1256,1.0,0.0,1,1,3,Gd,6,0,Attchd,1959.0,RFn,1.0,311.0,Y,0,240,0,0,0,none,5,2008,159000,49,49,2.5,240,63.296178343949045,11.976659481202368
2464,528480070,FV,84.0,10728,Reg,Inside,Somerst,1Fam,2Story,8,5,2006,2006,Gable,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,Unf,Unf,1095.0,Gd,1095,844,1939,0.0,0.0,2,1,3,Gd,8,1,Attchd,2006.0,RFn,3.0,1053.0,Y,192,51,0,0,0,none,8,2006,266000,0,0,2.5,243,87.67303889255109,12.491251587763836
2653,902204120,RM,50.0,6000,Reg,Inside,OldTown,1Fam,1.5Fin,5,7,1924,1950,Gable,MetalSd,MetalSd,BrkFace,145.0,TA,PConc,TA,Unf,Unf,816.0,Ex,816,750,1566,0.0,0.0,1,1,5,Gd,7,0,Detchd,1976.0,Unf,2.0,450.0,Y,24,0,296,0,0,MnPrv,8,2006,139000,82,56,1.5,320,58.354324097397146,11.842229212112828
1505,908225170,RL,56.0,6931,Reg,Inside,Edwards,2fmCon,1Story,4,5,1955,1955,Hip,Wd Sdng,Wd Sdng,None,0.0,TA,CBlock,TA,ALQ,Unf,784.0,TA,784,0,784,1.0,0.0,1,0,2,TA,4,0,none,0.0,none,0.0,0.0,Y,112,0,0,0,0,none,5,2008,91900,53,53,2.0,112,58.609693877551024,11.428456308343778
2110,906382060,RL,73.0,8760,Reg,Inside,CollgCr,1Fam,1Story,8,5,2006,2006,Gable,VinylSd,VinylSd,BrkFace,132.0,Gd,PConc,Gd,GLQ,Unf,1489.0,Ex,1500,0,1500,0.0,0.0,2,0,3,Gd,7,1,Attchd,2005.0,RFn,2.0,674.0,Y,144,38,0,0,0,none,6,2007,212999,1,1,2.0,182,71.2609568417531,12.26904274984486
2386,528116030,RL,98.0,16033,IR1,FR2,NridgHt,1Fam,1Story,9,5,2004,2005,Hip,VinylSd,VinylSd,BrkFace,378.0,Gd,PConc,Ex,GLQ,Unf,1833.0,Ex,1850,0,1850,1.0,0.0,2,0,3,Gd,8,1,Attchd,2004.0,Fin,3.0,772.0,Y,519,112,0,0,0,none,3,2006,326000,2,1,3.0,631,88.51479771925061,12.694652660348845
1086,528235020,RL,80.0,9024,IR1,Inside,Gilbert,1Fam,2Story,6,5,2004,2004,Gable,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,Unf,Unf,789.0,Ex,813,702,1515,0.0,0.0,2,1,3,Gd,8,1,Attchd,2004.0,Fin,2.0,393.0,Y,0,75,0,0,0,none,7,2008,179000,4,4,2.5,75,77.69097222222223,12.095141084822892
1574,916380060,RL,74.0,11563,IR1,Inside,Timber,1Fam,1Story,8,5,2006,2007,Hip,VinylSd,VinylSd,Stone,258.0,Gd,PConc,Ex,GLQ,Unf,1518.0,Ex,1537,0,1537,1.0,0.0,2,0,3,Gd,8,0,Attchd,2007.0,Fin,3.0,788.0,Y,0,26,0,0,0,none,4,2008,294000,2,1,3.0,26,96.23567921440262,12.591335046320818
406,527451540,RM,21.0,1680,Reg,Inside,BrDale,Twnhs,2Story,6,6,1972,1972,Gable,HdBoard,HdBoard,BrkFace,425.0,TA,CBlock,TA,Rec,LwQ,483.0,TA,483,504,987,1.0,0.0,1,1,2,TA,5,0,Detchd,1972.0,Unf,1.0,288.0,Y,0,0,0,0,0,none,7,2009,97000,37,37,2.5,0,65.98639455782313,11.48246625748552
2757,906382050,RL,73.0,8760,Reg,Inside,CollgCr,1Fam,2Story,7,5,2006,2006,Gable,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,GLQ,Unf,1391.0,Ex,1391,571,1962,0.0,0.0,2,1,3,Gd,7,0,Attchd,2006.0,RFn,3.0,868.0,Y,0,90,0,0,0,none,8,2006,239799,0,0,2.5,90,71.51774530271399,12.38755635142507
2559,534455080,RL,80.0,9600,Reg,Inside,NAmes,1Fam,1Story,5,6,1961,1990,Gable,WdShing,Wd Shng,None,0.0,TA,CBlock,TA,BLQ,Unf,1251.0,TA,1433,0,1433,1.0,0.0,1,0,3,TA,7,1,Attchd,1961.0,Unf,2.0,441.0,Y,144,0,205,0,0,none,6,2006,161000,45,16,2.0,349,59.98509687034277,11.9891596439666
1469,907290150,RM,37.0,4435,Reg,Inside,CollgCr,TwnhsE,1Story,6,5,2003,2003,Gable,VinylSd,VinylSd,BrkFace,170.0,Gd,PConc,Gd,GLQ,Unf,848.0,Ex,848,0,848,1.0,0.0,1,0,1,Gd,3,0,Attchd,2003.0,Fin,2.0,420.0,Y,140,0,0,0,0,none,3,2008,136500,5,5,2.0,140,80.48349056603773,11.824079893607152
407,527451640,RM,21.0,1680,Reg,Inside,BrDale,Twnhs,2Story,6,8,1972,2007,Gable,HdBoard,HdBoard,BrkFace,510.0,TA,CBlock,TA,ALQ,Unf,483.0,Gd,483,504,987,0.0,0.0,1,1,2,Gd,5,0,Detchd,1972.0,Unf,1.0,264.0,Y,250,0,0,0,0,none,5,2009,118000,37,2,1.5,250,80.27210884353741,11.678439903447801
2300,923252080,RL,69.0,7599,Reg,Corner,Mitchel,1Fam,1Story,4,6,1982,2006,Gable,HdBoard,Plywood,None,0.0,TA,CBlock,TA,ALQ,Unf,845.0,TA,845,0,845,1.0,0.0,1,0,2,TA,4,0,Detchd,1987.0,Unf,2.0,360.0,Y,0,0,0,0,0,none,6,2007,129500,25,1,2.0,0,76.62721893491124,11.771436160121729
731,903201080,RL,55.0,7264,Reg,Inside,BrkSide,1Fam,1.5Fin,7,7,1925,2007,Gable,Wd Sdng,Wd Sdng,None,0.0,Gd,BrkTil,TA,Unf,Unf,952.0,Gd,952,596,1548,0.0,0.0,2,1,3,Ex,5,0,Detchd,1978.0,Unf,2.0,672.0,Y,74,0,0,0,144,none,10,2009,205000,84,2,2.5,218,82.0,12.230765258120545
2230,909475070,RL,0.0,32668,IR1,CulDSac,Crawfor,1Fam,1Story,6,3,1957,1975,Hip,Wd Sdng,Stone,none,0.0,Gd,PConc,TA,Rec,Unf,2035.0,TA,2515,0,2515,1.0,0.0,3,0,4,TA,9,2,Attchd,1975.0,RFn,2.0,484.0,Y,0,0,200,0,0,none,3,2007,200624,50,32,4.0,200,44.09318681318681,12.209187788430318
1688,528102120,RL,91.0,11825,Reg,Inside,NridgHt,1Fam,1Story,8,5,2006,2007,Gable,CemntBd,CmentBd,Stone,302.0,Gd,PConc,Ex,Unf,Unf,1694.0,Ex,1694,0,1694,0.0,0.0,2,0,3,Gd,7,1,Attchd,2006.0,RFn,3.0,856.0,Y,0,112,0,0,0,none,6,2007,322400,1,0,2.0,112,95.15938606847698,12.68354828961461
880,907410130,RL,85.0,10200,Reg,Inside,CollgCr,1Fam,1Story,8,5,2007,2007,Gable,VinylSd,VinylSd,BrkFace,180.0,Gd,PConc,Gd,GLQ,Unf,1578.0,Ex,1602,0,1602,1.0,0.0,2,0,3,Gd,7,1,Attchd,2007.0,RFn,3.0,810.0,Y,0,48,0,0,195,none,1,2009,293200,2,2,3.0,243,92.20125786163523,12.588610248994634
1074,528186080,RL,63.0,8849,IR1,Inside,NridgHt,TwnhsE,1Story,9,5,2005,2005,Hip,MetalSd,MetalSd,BrkFace,616.0,Ex,PConc,Ex,GLQ,Unf,1684.0,Ex,1684,0,1684,0.0,0.0,2,0,2,Ex,6,1,Attchd,2005.0,RFn,2.0,564.0,Y,495,72,0,0,0,none,7,2008,266000,3,3,2.0,567,78.97862232779097,12.491251587763836
771,905103040,RL,70.0,11184,Reg,Inside,Sawyer,1Fam,2Story,6,5,1978,1978,Hip,HdBoard,HdBoard,BrkFace,92.0,TA,CBlock,TA,LwQ,Rec,918.0,Gd,918,765,1683,0.0,0.0,2,1,3,TA,7,1,Attchd,1978.0,RFn,2.0,440.0,Y,243,0,0,0,0,none,7,2009,172500,31,31,2.5,243,66.32064590542099,12.058152515453552
724,902405100,RM,98.0,8820,Reg,Corner,OldTown,1Fam,1.5Fin,5,6,1890,1996,Hip,VinylSd,VinylSd,None,0.0,TA,BrkTil,TA,LwQ,Unf,1088.0,TA,1188,561,1869,0.0,0.0,1,0,2,TA,7,0,Detchd,1963.0,Unf,2.0,456.0,Y,48,0,244,0,0,MnWw,9,2009,124900,119,13,1.0,292,42.23875549543456,11.73526869611367
730,903201020,RL,0.0,6615,Reg,Inside,BrkSide,1Fam,1Story,6,6,1923,1950,Gable,MetalSd,MetalSd,None,0.0,TA,BrkTil,TA,Unf,Unf,1022.0,TA,1432,0,1432,0.0,0.0,1,0,3,Gd,6,1,BuiltIn,1923.0,Unf,1.0,216.0,Y,266,61,0,0,0,GdWo,9,2009,149000,86,59,1.0,327,60.71719641401793,11.911701584927597
273,907414030,RL,65.0,8773,Reg,FR2,CollgCr,1Fam,1Story,7,5,2004,2004,Gable,VinylSd,VinylSd,BrkFace,98.0,Gd,PConc,Gd,GLQ,Unf,1414.0,Ex,1414,0,1414,0.0,0.0,2,0,3,Gd,6,0,Attchd,2004.0,RFn,2.0,494.0,Y,132,105,0,0,0,none,5,2010,185500,6,6,2.0,237,65.5940594059406,12.130810161029627
2793,907255010,RL,0.0,11088,Reg,Corner,CollgCr,1Fam,1Story,8,5,2002,2002,Hip,Stucco,Stucco,None,0.0,Gd,PConc,Gd,GLQ,Unf,1348.0,Ex,1358,0,1358,1.0,0.0,1,1,1,Gd,5,1,Attchd,2002.0,Unf,2.0,418.0,Y,68,166,0,0,0,none,6,2006,220000,4,4,2.5,234,81.30081300813008,12.301382825334498
1789,528439050,RL,76.0,9158,Reg,Inside,Somerst,1Fam,1Story,8,5,2007,2007,Gable,CemntBd,CmentBd,Stone,140.0,Gd,PConc,Gd,Unf,Unf,1496.0,Ex,1496,0,1496,0.0,0.0,2,0,3,Gd,7,0,Attchd,2007.0,Fin,2.0,474.0,Y,168,130,0,0,0,none,6,2007,225000,0,0,2.0,298,75.20053475935829,12.323855681186558
1900,534430090,RL,57.0,8280,IR1,Inside,NAmes,1Fam,1Story,6,5,1950,1950,Gable,BrkFace,BrkFace,None,0.0,TA,CBlock,TA,Unf,Unf,932.0,Ex,932,0,932,0.0,0.0,1,0,2,Gd,4,1,Attchd,1950.0,Unf,1.0,306.0,Y,0,0,214,0,0,GdPrv,11,2007,124000,57,57,1.0,214,66.52360515021459,11.728036844587175
677,535450160,RL,60.0,8544,Reg,Corner,NAmes,Duplex,1Story,3,4,1950,1950,Gable,BrkFace,BrkFace,None,0.0,TA,Slab,none,none,none,0.0,Fa,1040,0,1040,0.0,0.0,2,0,2,TA,6,0,Detchd,1987.0,Unf,2.0,400.0,Y,0,0,0,0,0,none,6,2009,92900,59,59,2.0,0,89.32692307692308,11.439278924801929
747,903236040,RM,50.0,8635,Reg,Inside,BrkSide,1Fam,1Story,5,5,1925,1950,Hip,Wd Sdng,Wd Sdng,None,0.0,TA,BrkTil,TA,LwQ,Unf,1072.0,TA,1072,0,1072,1.0,0.0,1,0,2,TA,5,0,Detchd,1982.0,Unf,5.0,1184.0,P,0,0,105,0,0,none,8,2009,126500,84,59,2.0,105,59.00186567164179,11.747997587149712
1038,527425035,RL,0.0,12735,IR1,FR2,NAmes,1Fam,1Story,4,5,1972,1972,Hip,MetalSd,MetalSd,None,0.0,TA,CBlock,TA,BLQ,Unf,864.0,TA,864,0,864,0.0,0.0,1,0,3,TA,5,0,Detchd,1980.0,Unf,2.0,576.0,Y,216,0,0,0,0,MnWw,4,2008,111250,36,36,1.0,216,64.38078703703704,11.619535200028487
1763,528326060,RL,0.0,11000,Reg,FR2,NoRidge,1Fam,2Story,8,5,2000,2000,Gable,VinylSd,VinylSd,BrkFace,72.0,Gd,PConc,Gd,Unf,Unf,969.0,Ex,997,1288,2285,0.0,0.0,2,1,4,Gd,8,1,BuiltIn,2000.0,Fin,3.0,648.0,Y,0,56,0,0,0,none,6,2007,248000,7,7,2.5,56,76.2138905961893,12.421184025147118
1283,535477090,RL,69.0,7590,Reg,Inside,NAmes,1Fam,1Story,5,5,1963,1963,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,CBlock,TA,Unf,Unf,1117.0,Ex,1117,0,1117,0.0,0.0,1,0,3,TA,6,0,Attchd,1963.0,Unf,1.0,264.0,Y,0,0,0,0,0,none,5,2008,136870,45,45,1.0,0,61.266786034019695,11.826786849205313
2803,907290160,RM,37.0,4435,Reg,Inside,CollgCr,TwnhsE,1Story,6,5,2003,2003,Gable,VinylSd,VinylSd,BrkFace,170.0,Gd,PConc,Gd,GLQ,Unf,848.0,Ex,848,0,848,1.0,0.0,1,0,1,Gd,4,0,Attchd,2003.0,Fin,2.0,420.0,Y,140,0,0,0,0,none,4,2006,133000,3,3,2.0,140,78.41981132075472,11.79810440720389
1927,535180030,RL,72.0,10152,Reg,Inside,NAmes,1Fam,1Story,5,5,1956,1956,Hip,MetalSd,MetalSd,BrkFace,120.0,TA,CBlock,TA,BLQ,Unf,1048.0,TA,1048,0,1048,1.0,0.0,1,0,3,TA,6,0,Attchd,1956.0,Unf,1.0,286.0,Y,0,20,0,0,192,none,6,2007,135000,51,51,2.0,212,64.40839694656489,11.813030057420567
1036,527402130,RL,68.0,10295,Reg,FR2,NAmes,1Fam,1Story,4,6,1969,1969,Gable,HdBoard,HdBoard,BrkFace,72.0,TA,CBlock,Gd,Rec,Unf,936.0,TA,936,0,936,0.0,0.0,1,0,2,TA,4,0,Attchd,1969.0,Unf,1.0,288.0,Y,16,0,0,0,0,none,9,2008,111900,39,39,1.0,16,59.77564102564103,11.625360894300016
1237,535151160,RL,70.0,7763,Reg,Inside,NAmes,1Fam,1Story,5,7,1962,1980,Gable,MetalSd,MetalSd,None,0.0,TA,CBlock,TA,Rec,BLQ,931.0,TA,1283,0,1283,1.0,0.0,1,0,3,TA,6,0,Detchd,1980.0,Unf,2.0,506.0,Y,0,0,0,0,0,none,10,2008,140000,46,28,2.0,0,63.23396567299007,11.84939770159144
1375,904101170,RL,80.0,17120,Reg,Inside,ClearCr,1Fam,1.5Fin,4,4,1959,1959,Gable,WdShing,Plywood,None,0.0,TA,CBlock,none,none,none,0.0,TA,1120,468,1588,0.0,0.0,2,0,4,TA,7,1,Detchd,1991.0,Fin,2.0,680.0,N,0,59,0,0,0,none,7,2008,134432,49,49,2.0,59,84.65491183879094,11.808813773969108
1643,527256040,RL,81.0,13870,IR1,Inside,StoneBr,1Fam,1Story,10,5,2006,2007,Hip,CemntBd,CmentBd,BrkFace,250.0,Ex,PConc,Ex,GLQ,Unf,1742.0,Ex,2042,0,2042,1.0,0.0,2,0,3,Ex,8,1,Attchd,2007.0,Fin,3.0,724.0,Y,240,52,0,0,174,none,10,2007,455000,1,0,3.0,466,120.2431289640592,13.028052697933088
2453,528365090,RL,92.0,10120,Reg,Inside,NoRidge,1Fam,2Story,8,5,1994,1994,Hip,VinylSd,VinylSd,BrkFace,391.0,Gd,PConc,Gd,GLQ,Unf,1165.0,Ex,1203,1323,2526,1.0,0.0,2,1,4,Gd,8,1,Attchd,1994.0,RFn,3.0,844.0,Y,309,78,0,0,0,none,12,2006,290000,12,12,3.5,387,78.56949336223246,12.577636201962656
2129,907187040,RL,47.0,10820,IR2,CulDSac,CollgCr,1Fam,2Story,7,5,1999,1999,Gable,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,GLQ,Unf,988.0,Ex,988,885,1873,0.0,0.0,2,1,3,Gd,7,1,Attchd,1999.0,RFn,2.0,597.0,Y,202,123,0,0,0,none,3,2007,235500,8,8,2.5,325,82.31387626703949,12.36946619243861
2640,902104020,RM,60.0,9600,Reg,Inside,OldTown,1Fam,1.5Fin,6,8,1900,2004,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,BrkTil,TA,Rec,Unf,780.0,Ex,940,476,1416,0.0,1.0,1,0,3,Gd,7,0,Detchd,1956.0,Unf,2.0,400.0,Y,0,24,0,0,0,none,6,2006,156500,106,2,1.5,24,71.26593806921676,11.960811288962345
